기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산,라운드
Otis Worldwide,OTIS,2015Q4,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2015Q4,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2015Q4,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2015Q4,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q1,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q1,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q1,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q1,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q1,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q1,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q1,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q1,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q1,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q1,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q1,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q2,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q2,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q2,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q2,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q2,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q2,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q2,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q2,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q2,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q2,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q2,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q3,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q3,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q3,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q3,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q3,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q3,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q3,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q3,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q3,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q3,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q3,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q4,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q4,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q4,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q4,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q4,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q4,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q4,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q4,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2016Q4,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q4,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2016Q4,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q1,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q1,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q1,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q1,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q1,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q1,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q1,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q1,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q1,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q1,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q1,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q2,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q2,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q2,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q2,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q2,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q2,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q2,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q2,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q2,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q2,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q2,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q3,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q3,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q3,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q3,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q3,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q3,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q3,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q3,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q3,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q3,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q3,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q4,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q4,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q4,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q4,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q4,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q4,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q4,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q4,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2017Q4,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q4,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2017Q4,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q1,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q1,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q1,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q1,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q1,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q1,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q1,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q1,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q1,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q1,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q1,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q2,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q2,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q2,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q2,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q2,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q2,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q2,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q2,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q2,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q2,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q2,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q3,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q3,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q3,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q3,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q3,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q3,,분기말 부채총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q3,,분기말 총자본(자기자본),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q3,,분기말 지배지분 자본,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q3,,분기말 종가,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q3,,분기말 상장주식수,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q3,,분기말 시가총액,데이터 없음(상장 전),,데이터 없음(상장 전),https://query1.finance.yahoo.com/v8/finance/chart/OTIS (최초 거래일 이전),,15
Otis Worldwide,OTIS,2018Q4,,분기별 매출액,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q4,,분기별 영업이익,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q4,,분기별 당기순이익(지배),데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q4,,분기별 영업활동현금흐름,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
Otis Worldwide,OTIS,2018Q4,,분기말 자산총계,데이터 없음(최초 보고기간 이전),USD,데이터 없음(최초 보고기간 전),https://data.sec.gov/submissions/CIK0001781335.json (최초 보고기간 2020Q1),,15
